1,0,4.115044837577818
203,0,0.9496898093060674
191,0,2.9006634082907317
69,0,1.6409533032500854
104,0,2.6321058880772097
128,0,1.0634965394932037
89,0,3.487965531312596
98,0,3.0075125173943946
49,0,2.726465520893787
93,0,1.7801526042840365
97,0,1.6828496669151436
225,0,0.7711786087958854
83,0,9.781243573426227
75,0,6.171277597404211
77,0,3.68737154873019
70,0,2.79204831815394
116,0,2.3580959792328833
153,0,6.171277597404211
79,0,4.191947719757089
61,0,1.1902219336276518
113,0,6.171277597404211
95,0,3.68737154873019
136,0,2.3089547403544626
222,0,0.6569971268685398
74,0,4.205595252883731
80,0,0.9383949179636706
216,0,0.39626208303952837
232,0,2.170819455138916
129,0,4.612648395225172
166,0,2.1208412602621145
238,0,3.169441992827786
62,0,0.5911763113371877
185,0,2.6491164885302307
28,0,1.8962809306879893
147,0,5.69082458348601
227,0,1.6754135338891447
219,0,1.7888093274422996
90,0,7.034931216105405
63,0,2.241215621529643
101,0,2.6799281024271244
183,0,1.815447721397547
228,0,4.448871559148999
178,0,1.1266216863090268
68,0,0.4536515573135395
158,0,6.171277597404211
107,0,3.1179410780467163
59,0,1.7595685553255305
9,0,12.240885500384898
43,0,0.4667719914804315
122,0,2.0855888917489787
5,0,6.413837069623977
4,0,1.1218245209731554
14,0,5.054647844245497
0,0,0.4684039577806305
26,0,2.8190224292077177
189,0,2.7028063237647624
19,0,0.5364227463588153
91,0,3.649895006745987
56,0,2.295909608244189
220,0,3.037012594134501
123,0,0.7171541193504904
196,0,3.381116422208933
48,0,4.575247232196029
233,0,4.648277576566593
73,0,3.659606679324177
230,0,2.8883949963271784
127,0,3.133888190441424
177,0,2.025277201111978
105,0,1.7938050044223135
45,0,4.755409875337498
164,0,4.132548806055427
171,0,1.8051786864558232
144,0,2.583444004114546
99,0,0.8433176910554244
202,0,0.6960016316146719
209,0,2.151652874159008
167,0,1.5032143760714398
210,0,3.8372459867378255
30,0,1.651527447337289
86,0,1.6821890733609586
13,0,6.54171052115299
29,0,3.7269907421286286
46,0,3.169441992827786
149,0,5.69082458348601
162,0,6.171277597404211
25,0,3.406965025929937
142,0,3.321836968814912
204,0,5.409777586985402
208,0,5.409777586985402
157,0,2.298491942746741
17,0,1.877642965314682
88,0,2.4749186011332864
181,0,1.3593412498433055
184,0,1.1109754494399566
198,0,2.6534351765232227
180,0,2.5992880580748103
33,0,4.612648395225172
176,0,3.3105660346182013
10,0,1.1629023795107356
135,0,2.0609494919663627
165,0,6.222600353303717
23,0,4.448871559148999
229,0,0.7273044328574252
102,0,2.5641350346418283
140,0,1.5032143760714398
38,0,5.69082458348601
85,0,2.972319823211334
71,0,5.440358668669993
226,0,1.7607626076114418
110,0,6.160396690988481
108,0,3.2166130590034085
200,0,1.0798586680851057
239,0,3.2264450987553555
103,0,0.4385864460165149
214,0,4.130348020664189
231,0,1.4539101978299958
54,0,4.104085931803466
195,0,3.014770669374208
125,0,1.983789186718598
81,0,1.6680563302245137
146,0,3.9684185452307976
168,0,4.729918555649607
174,0,5.623886338953151
130,0,3.0221056286210466
221,0,1.9961418810926816
151,0,1.9074476885006626
18,0,2.541652614702845
237,0,3.108370688766204
117,0,8.574294612613645
155,0,2.9006634082907317
240,0,0.8004543781566893
154,0,6.171277597404211
55,0,3.039794848009806
58,0,0.33645637624347496
187,0,2.552802675731483
21,0,5.9174565331067805
52,0,1.2377533596603947
121,0,3.2568067631521513
175,0,2.3249511544464694
217,0,0.7754919219091228
34,0,4.953447730175899
218,0,3.4459437456280213
145,0,3.5149980548791233
94,0,1.1509526378542907
100,0,2.952031140246099
170,0,2.128924700918192
197,0,1.3228170512842443
57,0,3.1000694257083254
137,0,2.8611405251335538
44,0,2.9213250838623823
92,0,2.5756557516090113
212,0,2.5057302150301797
22,0,9.429292998233453
2,0,2.4176691975762767
131,0,3.8137472217772195
141,0,1.2236530651014892
39,0,3.000329580777962
211,0,2.7610066902577364
31,0,6.762232844417866
161,0,3.997918621970904
160,0,3.7476832393671904
199,0,2.9587282665533903
235,0,2.693564224435683
64,0,1.0356555609170348
148,0,1.879058996819539
67,0,5.018479657011367
159,0,2.8528411939408165
24,0,1.6205826937952263
32,0,1.9382119011506118
6,0,1.7258126587409293
115,0,6.171277597404211
50,0,3.6143412043596257
16,0,3.6318901715818943
215,0,4.913493789379866
132,0,2.9068800166026545
47,0,9.019743563007419
190,0,1.9828436855783151
109,0,2.225761596470237
111,0,2.44221691509573
193,0,3.2778128307107224
169,0,5.409777586985402
51,0,0.819456163520437
152,0,1.4470359545725744
192,0,2.210819812792525
20,0,7.453981484257257
65,0,1.082099689049699
156,0,4.729918555649607
35,0,8.574294612613645
53,0,2.279136575744407
36,0,6.605845641382254
119,0,3.2069185348119884
224,0,4.3933901820007035
37,0,2.7610066902577364
76,0,2.0845976650582245
143,0,1.2137026052385507
87,0,13.361122051066047
133,0,1.3107173986699543
84,0,2.283088038141221
205,0,1.3566675833438482
112,0,5.052744770804673
82,0,9.781243573426227
236,0,4.822475463963537
78,0,5.69082458348601
163,0,4.094794218277827
60,0,1.5514426876795946
234,0,2.4233117292133044
106,0,6.171277597404211
126,0,1.0901685775023553
139,0,2.028786814587482
207,0,4.448871559148999
11,0,7.562071122982152
118,0,5.055700246114229
186,0,2.002887892302531
188,0,1.6725191637826626
213,0,2.5455944581253007
138,0,2.6363195617255477
27,0,3.580522439626527
12,0,4.074549164512597
66,0,1.9666582417580292
41,0,0.615337209585054
134,0,4.167824562648391
